,S.no,zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,daysOnZillow,zestimate,rentZestimate,taxAssessedValue,lotAreaValue,lotAreaUnit,Bedrooms,Bathrooms,Full_bathrooms,Flooring,Heating_features,Cooling_features,Appliances_included,Laundry_features,Total_structure_area,Total_interior_livable_area,Fireplace_features,Parking_features,Stories,Pool_features,Lot_features,Home_type,Architectural_style,Property_subType,Roof,Year_built,Sewer_information,Water_information,Region,Interior_features,Total_number_of_fireplaces,Total_spaces,Garage_spaces,Covered_spaces,Livability,Crime,Employment,Housing,Schools
615,576,124733500,4382 Sunset View Dr,94568,Dublin,CA,37.71317,-121.8452,1799000,3,4,2102,SINGLE_FAMILY,-1,1763725,4429,1016985,2099.592,sqft,4,3,2," Tile, Carpet", Zoned," Ceiling Fan(s), Zoned"," Dishwasher, Gas Range, Self Cleaning Oven, Gas Water Heater, Tankless Water Heater"," 220 Volt Outlet, Hookups Only, Laundry Room",2102," 2,102 sqft", None," Attached, Side Yard Access, Garage Door Opener",2, None," Corner Lot, Front Yard, Landscape Back, Landscape Front", SingleFamily, Contemporary, Single Family Residence,,2015,, Public, Dublin," Stone Counters, Kitchen Island, Updated Kitchen",,2,2,2,86,B+,A+,C,A+
616,577,82832712,8896 Bellina Cmns,94568,Dublin,CA,37.721905,-121.94138,898888,3,3,1596,CONDO,-1,897800,3599,607246,0,sqft,3,3,2," Tile, Carpet", Forced Air, Central Air," Dishwasher, Gas Range, Microwave, Oven, Range", Laundry Closet,1596," 1,596 sqft", Family Room," Attached, Int Access From Garage, Garage Door Opener",3, None, Regular, Condo, Contemporary, Condominium,,2006, Public Sewer, Public, Dublin," Kitchen/Family Combo, Storage, Breakfast Bar, Stone Counters, Kitchen Island",1,2,2,2,86,B+,A+,C,A+
617,578,2064217832,"Residence 3 Plan, Boulevard : Skyline",94568,Dublin,CA,37.7076,-121.8969,988880,3,3,1563,TOWNHOUSE,-1,988880,5000,,0,,3,3,3,,,,,,1563," 1,563 sqft",,,,,, Townhouse,,,,,,, Dublin,,,2,,,86,B+,A+,C,A+
618,579,153093933,5312 Campus Dr,94568,Dublin,CA,37.705658,-121.89645,999000,4,4,1848,TOWNHOUSE,-1,994800,3999,880065,0,sqft,4,4,3," Tile, Carpet, Wood", Forced Air, Central Air," Dishwasher, Disposal, Gas Range, Range, Dryer, Washer"," Dryer, Laundry Closet, Washer",1848," 1,848 sqft", None, Attached,, None," Corner Lot, No Lot", Townhouse, Contemporary, Townhouse,,2015, Public Sewer, Public, Dublin," Stone Counters, Kitchen Island",,2,2,2,86,B+,A+,C,A+
619,580,25070196,7020 Stagecoach Rd APT C,94568,Dublin,CA,37.715115,-121.91417,475000,1,1,722,CONDO,-1,475700,2385,356931,0,sqft,1,1,1," Tile, Carpet", Forced Air, Central Air," Dishwasher, Disposal, Free-Standing Range, Refrigerator, Dryer, Washer"," Dryer, Washer, In Unit",722, 722 sqft, Living Room," Carport, Guest",1," Gunite, Pool/Spa Combo, Community", Regular, Condo, Traditional, Condominium,,1992, Public Sewer, Public, Dublin," Dining Area, Kitchen/Family Combo, Stone Counters, Pantry",1,,,,86,B+,A+,C,A+
620,581,54790712,5708 Penwood Ln,94568,Dublin,CA,37.721577,-121.86535,2288000,3,5,3531,SINGLE_FAMILY,-1,2231679,5592,1043868,7840.8,sqft,5,3,3," Tile, Carpet"," Central, Fireplace(s)"," Ceiling Fan(s), Zoned"," Dishwasher, Double Oven, Disposal, Gas Range, Microwave, Refrigerator"," Dryer, Laundry Room",3531," 3,531 sqft"," Gas Starter, Living Room, Wood Burning"," Attached, Golf Cart Garage",2," None, Community", Corner Lot, SingleFamily, Mediterranean, Single Family Residence,,2000, Public Sewer, Public, Dublin," Den, Dining Area, Kitchen/Family Combo, Breakfast Bar, Stone Counters, Eat-in Kitchen, Kitchen Island, Pantry, Wet Bar",1,3,3,3,86,B+,A+,C,A+
621,582,63084927,3389 Monaghan St,94568,Dublin,CA,37.70831,-121.86224,899900,3,3,1897,TOWNHOUSE,-1,890990,3559,435138,0,sqft,3,3,2," Tile, Carpet", Forced Air," Ceiling Fan(s), Central Air"," Dishwasher, Gas Range, Plumbed For Ice Maker, Microwave, Oven, Refrigerator, Dryer, Gas Water Heater"," 220 Volt Outlet, Dryer, Laundry Room, Washer",1897," 1,897 sqft"," Gas, Living Room"," Attached, Tandem, Garage Door Opener",2," See Remarks, Community", No Lot, Townhouse, Contemporary, Townhouse,,2004, Public Sewer, Public, Dublin," Dining Area, Breakfast Bar, Counter - Solid Surface",1,2,2,2,86,B+,A+,C,A+
622,583,68022971,3725 Whitworth Dr,94568,Dublin,CA,37.709557,-121.867424,1185000,4,4,2112,TOWNHOUSE,-1,1185001,3994,512061,0,sqft,4,4,3," Hardwood, Tile, Carpet", Forced Air, Central Air," Dishwasher, Disposal, Gas Range, Microwave, Refrigerator, Gas Water Heater"," 220 Volt Outlet, Hookups Only, Laundry Room",2112," 2,112 sqft"," Gas Starter, Living Room"," Attached, Garage Door Opener",," Pool/Spa Combo, Community", No Lot, Townhouse, Contemporary, Townhouse,,2004, Public Sewer,, Dublin," Dining Area, Kitchen/Family Combo, Storage, Stone Counters",1,2,2,2,86,B+,A+,C,A+
623,584,89032591,6558 Sierra Ln,94568,Dublin,CA,37.70548,-121.911575,999950,3,3,1770,CONDO,-1,995400,3658,392348,0,sqft,3,3,2," Hardwood, Carpet", Forced Air, Central Air," Dishwasher, Disposal, Gas Range, Plumbed For Ice Maker, Self Cleaning Oven, Tankless Water Heater"," Dryer, Laundry Closet, Washer, Upper Level",1770," 1,770 sqft", None," Attached, Garage Door Opener",," Pool/Spa Combo, Other, See Remarks, Community", No Lot, Condo, Craftsman, Condominium,,2008, Private Sewer, Private, Dublin," Kitchen/Family Combo, Stone Counters, Eat-in Kitchen, Kitchen Island, Updated Kitchen",,2,2,2,86,B+,A+,C,A+
624,585,18524423,5401 Macdonald Ave,94530,El Cerrito,CA,37.931564,-122.31933,1229000,2,3,1139,SINGLE_FAMILY,-1,983800,3496,319448,5662.8,sqft,3,2,2," Hardwood, Tile", Forced Air, Central Air, Tankless Water Heater, Hookups Only,1139," 1,139 sqft", Family Room," Covered, Detached, Side Yard Access",1, None," Corner Lot, Premium Lot", SingleFamily, Contemporary, Single Family Residence, Shingle,1945, Public Sewer, Public, El Cerrito, Stone Counters,1,1,1,1,79,A,B+,C,B
625,586,18530842,7400 Cutting Blvd,94530,El Cerrito,CA,37.932556,-122.303474,1718000,3,3,2404,SINGLE_FAMILY,-1,1677700,4988,1428000,8712,sqft,3,3,2," Hardwood, Engineered Wood", Forced Air, Central Air," Dishwasher, Double Oven, Disposal, Gas Range, Plumbed For Ice Maker, Microwave, Range, Dryer, Washer, Gas Water Heater"," Dryer, Laundry Room, Washer",2404," 2,404 sqft"," Brick, Living Room"," Attached, Int Access From Garage, Workshop in Garage, Garage Door Opener",1, None," Adj To/On Golf Course, Corner Lot, Level, Premium Lot", SingleFamily, Contemporary, Single Family Residence, Shingle,1967, Public Sewer, Public, El Cerrito," Den, Dining Area, Breakfast Nook, Stone Counters, Eat-in Kitchen, Pantry, Updated Kitchen",1,4,2,2,79,A,B+,C,B
626,587,95408247,444 Richmond St,94530,El Cerrito,CA,37.90355,-122.298386,1195000,3,4,1300,SINGLE_FAMILY,-1,1195000,5000,1270000,3700,sqft,4,3,3," Simulated Wood, Tile", Central, None," Dishwasher, Disposal, Free-Standing Gas Oven, Free-Standing Refrigerator, Range Hood, Dryer, Washer",,1300," 1,300 sqft", Electric," Attached, Independent, On Site (Single Family Only)",1,, Low Maintenance, SingleFamily,, Single Family Residence,,2019, Public Sewer, Public, El Cerrito,,1,4,,,79,A,B+,C,B
627,588,18552104,975 Leneve Pl,94530,El Cerrito,CA,37.921722,-122.28543,1298000,2,4,2132,SINGLE_FAMILY,-1,1271900,4570,124558,7405.2,sqft,4,2,2," Hardwood, Carpet", Forced Air, Central Air," Dishwasher, Double Oven, Refrigerator, Dryer, Washer, Gas Water Heater", Laundry Room,2132," 2,132 sqft"," Family Room, Living Room"," Garage, Garage Door Opener",1, None, Premium Lot, SingleFamily, Mid Century Modern, Single Family Residence, Composition,1959, Public Sewer, Public, El Cerrito," Dining Area, Storage, Breakfast Bar, Counter - Solid Surface, Pantry, Updated Kitchen",2,2,2,2,79,A,B+,C,B
628,589,18529313,7704 Ricardo Ct,94530,El Cerrito,CA,37.909256,-122.29055,1250000,2,4,2720,SINGLE_FAMILY,-1,1436600,5539,378465,5662.8,sqft,4,2,2," Hardwood, Laminate", Forced Air, None," Dishwasher, Gas Range, Gas Water Heater"," Dryer, Laundry Room, Washer",2720," 2,720 sqft"," Brick, Den, Living Room"," Attached, Workshop in Garage",2, None," Cul-De-Sac, Sloped Down", SingleFamily, Mid Century Modern, Single Family Residence,,1953, Public Sewer, Public, El Cerrito," Bonus/Plus Room, Den, Breakfast Bar, Breakfast Nook, Counter - Solid Surface, Updated Kitchen",3,2,2,2,79,A,B+,C,B
629,590,18529359,7701 Errol Dr,94530,El Cerrito,CA,37.908985,-122.29044,1399888,2,3,1674,SINGLE_FAMILY,-1,1332000,4570,743878,6969.6,sqft,3,2,2, Hardwood, Central, None," Dishwasher, Free-Standing Range, Refrigerator", Hookups Only,1674," 1,674 sqft", Wood Burning, Attached,2, None, Regular, SingleFamily, Mid Century Modern, Single Family Residence, Shingle,1954, Public Sewer, Public, El Cerrito," Bonus/Plus Room, Counter - Solid Surface",1,2,2,2,79,A,B+,C,B
630,591,18524698,2218 Humboldt Ave,94530,El Cerrito,CA,37.93092,-122.320114,849000,1,2,878,SINGLE_FAMILY,-1,849004,2713,633797,2482.92,sqft,2,1,1," Hardwood, Laminate", Forced Air, None," Electric Range, Free-Standing Range, Refrigerator, Dryer, Washer, Tankless Water Heater"," Dryer, In Basement, Washer",878, 878 sqft, None," Attached, Int Access From Garage, Garage Door Opener",1, None, Sloped Down, SingleFamily, Traditional, Single Family Residence,,1952, Public Sewer, Public, El Cerrito," Tile Counters, Eat-in Kitchen",,1,1,1,79,A,B+,C,B
631,592,18524244,2441 Mira Vista Dr,94530,El Cerrito,CA,37.93423,-122.31427,1195000,2,3,2117,SINGLE_FAMILY,-1,1342200,4282,1185750,6969.6,sqft,3,2,2," Hardwood, Laminate", Forced Air, None," Dishwasher, Disposal, Gas Range, Microwave, Free-Standing Range, Refrigerator, Dryer, Washer, Tankless Water Heater"," Laundry Room, Stacked Only",2117," 2,117 sqft", None," Attached, Int Access From Garage, Garage Door Opener",, None, Premium Lot, SingleFamily, Traditional, Single Family Residence, Shingle,1956,, Public, El Cerrito," Bonus/Plus Room, Breakfast Bar, Counter - Solid Surface, Eat-in Kitchen",,1,1,1,79,A,B+,C,B
632,593,18524367,2511 Arlington Blvd,94530,El Cerrito,CA,37.933773,-122.30946,2498000,3,6,4969,SINGLE_FAMILY,-1,2498000,5000,743910,0.25,acres,6,3,3," Hardwood, Vinyl, Carpet"," Forced Air, Natural Gas", None," Dishwasher, Double Oven, Disposal, Gas Range, Oven, Range, Dryer, Washer, Gas Water Heater"," Dryer, Laundry Room, Washer, Electric",4969," 4,969 sqft"," Brick, Decorative, Family Room, Living Room, Other"," Attached, Int Access From Garage, Off Street, Garage Faces Front, Garage Door Opener",2, None," Sloped Down, Level, Front Yard", SingleFamily, Art Deco, Single Family Residence, Composition,1936, Public Sewer, Public, El Cerrito," Bonus/Plus Room, Kitchen/Family Combo, Breakfast Bar, Counter - Solid Surface, Tile Counters, Eat-in Kitchen, Pantry, Updated Kitchen",3,6,3,3,79,A,B+,C,B
633,594,18525120,6860 Cutting Blvd,94530,El Cerrito,CA,37.928776,-122.312065,849000,1,2,1274,SINGLE_FAMILY,-1,1045200,3450,736139,5227.2,sqft,2,1,1," Hardwood, Tile", Forced Air, None," Dishwasher, Electric Range, Disposal, Refrigerator", In Garage,1274," 1,274 sqft", Living Room, Attached,1, None," Front Yard, Landscape Back", SingleFamily, Traditional, Single Family Residence, Shingle,1946, Public Sewer, Public, El Cerrito,,1,1,1,1,79,A,B+,C,B
634,595,18526397,1213 Norvell St,94530,El Cerrito,CA,37.916763,-122.30546,799000,1,2,1096,SINGLE_FAMILY,-1,1010300,3099,719449,5227.2,sqft,2,1,1," Hardwood, Carpet, Engineered Wood", Forced Air, None," Dishwasher, Free-Standing Range, Refrigerator, Dryer, Washer, Gas Water Heater"," 220 Volt Outlet, Dryer, In Garage, Washer",1096," 1,096 sqft"," Living Room, Wood Burning"," Attached, Int Access From Garage, Garage Door Opener",1, None," Level, Landscape Back", SingleFamily, Ranch, Single Family Residence, Shingle,1948, Public Sewer, Public, El Cerrito," Counter - Solid Surface, Eat-in Kitchen, Updated Kitchen",1,1,1,1,79,A,B+,C,B
635,596,337918557,10300 San Pablo Ave #405,94530,El Cerrito,CA,37.90648,-122.30481,699000,2,2,882,CONDO,-1,699000,2697,394991,0,sqft,2,2,1," Vinyl, Carpet", Forced Air, Central Air," Dishwasher, Electric Range, Disposal, Microwave, Free-Standing Range, Refrigerator"," Hookups Only, In Unit",882, 882 sqft, None," Parking Spaces, Other, Private, See Remarks",2, None, Corner Lot, Condo, Contemporary, Condominium,,2021, Public Sewer, Public, El Cerrito," Elevator, Kitchen/Family Combo, Counter - Solid Surface",,,,,79,A,B+,C,B
636,597,18523546,5449 Barrett Ave,94530,El Cerrito,CA,37.93609,-122.31905,2298000,5,4,3446,SINGLE_FAMILY,-1,1933500,4900,1313575,0.26,acres,4,5,4," Hardwood, Tile", Forced Air, None," Range, Gas Water Heater"," In Basement, Laundry Room",3446," 3,446 sqft"," Living Room, Wood Burning"," Attached, Garage Door Opener",2, None," Level, Premium Lot, Private", SingleFamily, Mediterranean, Single Family Residence,,1934, Public Sewer, Public, El Cerrito," Breakfast Bar, Stone Counters, Updated Kitchen",1,2,2,2,79,A,B+,C,B
637,598,18529859,1641 Arlington Blvd,94530,El Cerrito,CA,37.929455,-122.30335,2150000,4,4,3528,SINGLE_FAMILY,-1,2115600,6177,1674671,8712,sqft,4,4,3," Hardwood, Tile", Radiant, None,, Laundry Room,3528," 3,528 sqft", Decorative," Detached, Garage Door Opener",2, None, Premium Lot, SingleFamily, Modern/High Tech, Single Family Residence,,2019, Public Sewer, Public, El Cerrito," Dining Area, Updated Kitchen",1,2,2,2,79,A,B+,C,B
638,599,18529226,532 Bonnie Dr,94530,El Cerrito,CA,37.907753,-122.29166,1495000,3,4,2660,SINGLE_FAMILY,-1,1565700,5610,1165415,6969.6,sqft,4,3,2, Hardwood, Gravity, None," Dishwasher, Microwave, Oven, Refrigerator"," Hookups Only, Laundry Room",2660," 2,660 sqft", Living Room, Other,2, None, Regular, SingleFamily, Contemporary, Single Family Residence,,1948, Public Sewer, Public, El Cerrito," Stone Counters, Eat-in Kitchen",1,,,,79,A,B+,C,B
639,600,18530098,862 Sea View Dr,94530,El Cerrito,CA,37.915115,-122.29347,1495000,3,3,1934,SINGLE_FAMILY,-1,1579600,4814,319285,0.26,acres,3,3,3," Tile, Bamboo", Forced Air, None, Refrigerator," Hookups Only, In Unit",1934," 1,934 sqft"," Gas, Living Room", Detached,2, None," Premium Lot, Sloped Up, Front Yard", SingleFamily," Contemporary,Craftsman", Single Family Residence, Shingle,1924, Public Sewer, Public, El Cerrito," Bonus/Plus Room, Counter - Solid Surface, Updated Kitchen",1,1,1,1,79,A,B+,C,B
640,601,18532936,3410 Yosemite Ave,94530,El Cerrito,CA,37.899464,-122.30378,949000,3,3,1711,MULTI_FAMILY,-1,987900,3328,261425,5227.2,sqft,3,3,, Other, Other, Other,,,1711," 1,711 sqft",, Other,,, Other, MultiFamily,, Triplex,,1954,,, El Cerrito,,,,,,79,A,B+,C,B
641,602,18528092,1134 Richmond St,94530,El Cerrito,CA,37.915707,-122.30602,599000,2,2,1144,TOWNHOUSE,-1,599002,3056,536099,1176.12,sqft,2,2,1," Laminate, Tile, Carpet", Forced Air, None," Dishwasher, Disposal, Dryer, Washer"," Dryer, Washer",1144," 1,144 sqft"," Living Room, Wood Burning"," Attached, Remote",2, None, Zero Lot Line, Townhouse, Other, Townhouse,,1972, Public Sewer, Public, El Cerrito," Laminate Counters, Pantry",1,2,2,2,79,A,B+,C,B
642,603,18524027,5624 Barrett Ave,94530,El Cerrito,CA,37.93609,-122.316925,1288000,2,3,1850,SINGLE_FAMILY,-1,1288009,4344,619465,7840.8,sqft,3,2,2, Hardwood, Central, None," Free-Standing Range, Refrigerator, Dryer, Washer", Laundry Room,1850," 1,850 sqft", Living Room, Garage,2, None," Level, Premium Lot, Front Yard", SingleFamily, Traditional, Single Family Residence,,1941, Public Sewer, Public, El Cerrito," Bonus/Plus Room, In-Law Floorplan, Storage",1,1,1,1,79,A,B+,C,B
643,604,18532998,3334 Belmont Ave,94530,El Cerrito,CA,37.899673,-122.30594,799000,2,2,922,SINGLE_FAMILY,-1,799000,5000,488578,5227.2,sqft,2,2,2," Hardwood, Tile", Forced Air, None," Dishwasher, Gas Range, Microwave, Free-Standing Range, Refrigerator, Dryer, Gas Water Heater, Water Softener, Tankless Water Heater"," Dryer, In Garage, Washer",922, 922 sqft, Living Room," Attached, Off Street, Garage Faces Front, Garage Door Opener",1, None," Front Yard, Landscape Back, Landscape Front", SingleFamily, Bungalow, Single Family Residence, Shingle,1950, Public Sewer, Public, El Cerrito, Tile Counters,1,5,1,1,79,A,B+,C,B
644,605,18528119,556 Kearney St,94530,El Cerrito,CA,37.90452,-122.30297,1195000,2,3,2202,MULTI_FAMILY,-1,1240100,3699,943018,3920.4,sqft,3,2,, Hardwood," Forced Air, Wall Furnace", No Air Conditioning," Dryer, Washer, Electric Water Heater, Gas Water Heater, Tankless Water Heater",,2202," 2,202 sqft",," Garage Door Opener, Space Per Unit - 1",,, Corner Lot, MultiFamily,, 2 Houses 1 Lot,,1936,,, El Cerrito,,,,,,79,A,B+,C,B
645,606,18525323,1723 Lexington Ave,94530,El Cerrito,CA,37.92296,-122.31475,988000,2,6,1900,SINGLE_FAMILY,-1,988000,4227,266467,3920.4,sqft,6,2,2," Tile, Carpet", Wall Furnace, No Air Conditioning," Dishwasher, Refrigerator, Washer"," In Basement, Laundry Room",1900," 1,900 sqft", None, Parking Lot,, None, Level, SingleFamily, Traditional, Single Family Residence, Shingle,1914, Public Sewer, Public, El Cerrito, Tile Counters,,1,1,1,79,A,B+,C,B
646,607,337918569,10300 San Pablo Ave #410,94530,El Cerrito,CA,37.90648,-122.30481,895000,2,3,1262,CONDO,-1,895000,3546,476081,0,sqft,3,2,2," Vinyl, Carpet", Forced Air, Central Air," Dishwasher, Electric Range, Disposal, Microwave, Free-Standing Range, Refrigerator"," Hookups Only, Laundry Closet, In Unit",1262," 1,262 sqft", None," Parking Spaces, Other, Private, See Remarks",1, None, Corner Lot, Condo, Contemporary, Condominium,,2021, Public Sewer, Public, El Cerrito," Elevator, Kitchen/Family Combo, Counter - Solid Surface",,,,,79,A,B+,C,B
647,608,18526717,1011 Liberty Ct,94530,El Cerrito,CA,37.912933,-122.306656,875000,2,3,1320,SINGLE_FAMILY,-1,899007,3770,250675,4356,sqft,3,2,2," Hardwood Flrs Throughout, Tile"," Forced Air, Natural Gas", None," Dishwasher, Disposal, Free-Standing Range, Refrigerator, Dryer, Washer, Gas Water Heater"," 220 Volt Outlet, Dryer, Gas Dryer Hookup, In Garage, Washer",1320," 1,320 sqft"," Brick, Living Room"," Attached, Garage, Int Access From Garage, Off Street, Garage Door Opener",1, None," Court, Level, Regular, Front Yard", SingleFamily," Bungalow,Ranch", Single Family Residence, Shingle,1947, Public Sewer, Public, El Cerrito," Dining Area, Breakfast Nook, Counter - Solid Surface, Updated Kitchen",1,1,1,1,79,A,B+,C,B
648,609,18552124,1115 Ivy Ct,94530,El Cerrito,CA,37.92372,-122.28768,1750000,3,4,3366,SINGLE_FAMILY,-1,1750500,4963,1179420,6612.408,sqft,4,3,2,,,,,,3366," 3,366 sqft",," Attached, Side by Side, On Site (Single Family Only)",,,, SingleFamily,, Single Family Residence,,0,,, El Cerrito,,,2,,,79,A,B+,C,B
649,610,18533065,3140 Carlson Blvd,94530,El Cerrito,CA,37.902435,-122.30447,799888,2,3,1112,SINGLE_FAMILY,-1,840000,3599,566601,3750.516,sqft,3,2,2," Tile, Wood", Gas,," Dishwasher, Disposal, Free-Standing Gas Oven, Free-Standing Gas Range, Free-Standing Refrigerator, Gas Water Heater, Microwave"," Hookups Only, In Garage",1112," 1,112 sqft",," Attached, Garage Faces Front, Independent, On Site (Single Family Only)",1,, Shape Regular, SingleFamily, Contemporary, Single Family Residence, Composition,1945, Public Sewer, Public, El Cerrito,,,1,,,79,A,B+,C,B
650,611,18524456,5714 Alta Punta Ave,94530,El Cerrito,CA,37.932713,-122.31715,1195000,2,3,1870,SINGLE_FAMILY,-1,1237500,4099,892411,4791.6,sqft,3,2,2," Hardwood, Vinyl, Carpet"," Baseboard, Radiant", No Air Conditioning," Dishwasher, Disposal, Gas Range, Plumbed For Ice Maker, Refrigerator, Dryer, Washer, Tankless Water Heater"," Dryer, Laundry Room, Washer, Inside Room",1870," 1,870 sqft"," Brick, Living Room, Wood Burning"," Detached, Off Street, Electric Vehicle Charging Station(s)",2, None," Regular, Front Yard, Landscape Back, Landscape Front", SingleFamily, Farm House, Single Family Residence, Shingle,1947, Public Sewer," Sump Pump, Public", El Cerrito," Dining Area, Counter - Solid Surface, Updated Kitchen",1,1,1,1,79,A,B+,C,B
651,612,18523762,6507 Alta Vista Dr,94530,El Cerrito,CA,37.938114,-122.309364,998000,2,3,1627,SINGLE_FAMILY,-1,998009,3800,63511,5227.2,sqft,3,2,2," Hardwood, Linoleum, Carpet"," Forced Air, Other", None," Dishwasher, Gas Range", Hookups Only,1627," 1,627 sqft"," Brick, Living Room, Wood Burning", No Garage,1, None," Regular, Front Yard, Landscape Front", SingleFamily, Mid Century Modern, Single Family Residence, Shingle,1947, Public Sewer, Public, El Cerrito," Den, Tile Counters",1,,,,79,A,B+,C,B
652,613,18526742,916 Kearney St,94530,El Cerrito,CA,37.91065,-122.30668,1195000,3,5,1743,SINGLE_FAMILY,-1,1195000,4310,889925,4996.332,sqft,5,3,3," Hardwood, Tile, Carpet"," Wall Furnace, Fireplace(s)", None," Dryer, Washer"," Dryer, Washer, In Unit",1743," 1,743 sqft", Brick," Detached, Garage Door Opener",1, None, Level, SingleFamily, Bungalow, Single Family Residence, Shingle,1949, Public Sewer,, El Cerrito, Counter - Solid Surface,1,1,1,1,79,A,B+,C,B
653,614,337918564,10300 San Pablo Ave #401,94530,El Cerrito,CA,37.90648,-122.30481,875000,2,3,1048,CONDO,-1,875005,3463,430415,0,sqft,3,2,2," Vinyl, Carpet", Forced Air, Central Air," Dishwasher, Electric Range, Disposal, Microwave, Free-Standing Range, Refrigerator"," Hookups Only, Laundry Closet, In Unit",1048," 1,048 sqft", None," Parking Spaces, Other, Private, See Remarks",1, None, Corner Lot, Condo, Contemporary, Condominium,,2021, Public Sewer, Public, El Cerrito," Elevator, Kitchen/Family Combo, Counter - Solid Surface",,,,,79,A,B+,C,B
